Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
figure out,to solve something by using reasoning,she was able to figure out that escape room way faster than i thought .,she is going to reason out that you lied to her .,O B I O I O O I I I I I I I O,O B I O I O O I I O I O
figure out,to solve something by using reasoning,were you able to figure out the new it system at work ?,were you able to solve how the new it system at work works ?,O O O O B I O O O O O O O,O O O O B I O O O O O O I O
figure out,to solve something by using reasoning,were you able to figure out whether she was angry with you last week ?,were you able to clear up whether she was angry with you last week ?,O O O O B I O O O O O O O O O,O O O O B I O O O O O O O O O
out of the closet,go public about something private or hidden,he was in his late teens when he came out of the closet .,he was in his late teens when he told his secret publicly .,O O O O O O O O B I I I I O,O O O O O O O O B O I I O
out of the closet,go public about something private or hidden,she came out of the closet quite late herself but now speaks about how others should make the move much sooner in their lives .,she went public with her status quite late herself but now speaks about how others should make the move much sooner in their lives .,O B I I O I O O O O O O O O O O O O O O O O O O O,O B I I I I O O O O O O O O O O O O O O O O O O O
out of the closet,go public about something private or hidden,the counsellor advised him to come out of the closet to be able to get rid of his depression .,the counsellor advised him to tell someone to be able to get rid of his depression .,O O O O O B I O O I O O O O O O O O O O,O O O O O B I O O O O O O O O O O
leave at the altar,to not get married because the person one was going to marry has decided against it at the last moment,"a few days before his wedding date , james started feeling extremely nervous and finally decided to leave his girlfriend at the altar .","a few days before his wedding date , james started feeling extremely nervous and finally decided to not marry his girlfriend .",O O O O O O O O O O O O O O O O O B O O I I I O,O O O O O O O O O O O O O O O O O B I O O O
leave at the altar,to not get married because the person one was going to marry has decided against it at the last moment,will you leave him at the altar ?,will you not marry him ?,O O B O I I I O,O O B I O O
leave at the altar,to not get married because the person one was going to marry has decided against it at the last moment,"after having being left at the altar for the second time , he decided never to think about marriage again .","after having been left by his fiancee for the second time , he decided never to think about marriage again .",O O B O I O I O O O O O O O O O O O O O O,O O B O I I I O O O O O O O O O O O O O O
leave at the altar,to not get married because the person one was going to marry has decided against it at the last moment,"sue had been very excited about her best friend ' s wedding , but it turned out to be disaster when the groom left her friend at the altar .","sue had been very excited about her best friend ' s wedding , but it turned out to be disaster when the groom decided not to marry her at the last minute .",O O O O O O O O O O O O O O O O O O O O O O O B O O O O I O,O O O O O O O O O O O O O O O O O O O O O O O B I O I O O O I I O
leave at the altar,to not get married because the person one was going to marry has decided against it at the last moment,you should not say yes to him now and later leave him at the altar because you were not sure .,you should not say yes to him now and later decide not to marry him because you were not sure .,O O O O O O O O O O B O I I I O O O O O O,O O O O O O O O O O B O O I O O O O O O O
beat the heat,to keep yourself cooler in hot weather,i have found that drinking a cool glass of water helps to beat the heat in summer .,i have found that drinking a cool glass of water helps to stay cool in summer .,O O O O O O O O O O O O B I I O O O,O O O O O O O O O O O O B O O O O
beat the heat,to keep yourself cooler in hot weather,we are going to beat the heat by spending the day in the library .,we are going to stay cool by spending the day in the library .,O O O O B O I O O O O O O O O,O O O O B I O O O O O O O O
beat the heat,to keep yourself cooler in hot weather,we are going to europe in order to beat the heat .,we are going to europe in order to get away from the heat .,O O O O O O O O B O O O,O O O O O O O O B I I O O O
beat the heat,to keep yourself cooler in hot weather,we will be leaving very early tomorrow morning in order to beat the heat .,we will be leaving very early tomorrow morning in order to stay cool .,O O O O O O O O O O O B I I O,O O O O O O O O O O O B I O
beat the heat,to keep yourself cooler in hot weather,"i wonder , how the people of africa use to beat the extreme heat ?","i wonder , how the people of africa use to keep themselves cool ?",O O O O O O O O O O B O I I O,O O O O O O O O O O B I I O
beat the heat,to keep yourself cooler in hot weather,only a good air - conditioner can beat the heat in singapore .,only a good air - conditioner can counteract the heat in singapore .,O O O O O O O B O O O O O,O O O O O O O B O O O O O
beat the heat,to keep yourself cooler in hot weather,it ' s not a good idea to rely only on soft drinks to beat the heat .,it ' s not a good idea to rely only on soft drinks keep cool .,O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O B I O
in the cross hairs,in a position where one might receive severe criticism,i was in the cross hairs when i visited my sister while she was having a fight with her husband .,i was caught in the middle of something when i visited my sister while she was having a fight with her husband .,O O O O B I O O O O O O O O O O O O O O O,O O B O O I I I O O O O O O O O O O O O O O O
in the cross hairs,in a position where one might receive severe criticism,the film is in the cross hairs because of its use of historical events even though the director has made it clear that it has been made based on a poem and is not supposed to be historically accurate .,the film is in controversy because of its use of historical events even though the director has made it clear that it has been made based on a poem and is not supposed to be historically accurate .,O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
in the cross hairs,in a position where one might receive severe criticism,my mother is in the cross hairs when my granny visits us . ',my mother is on edge when my granny visits us . ',O O O B I I I O O O O O O O,O O O B I O O O O O O O
think outside the box,to be creative and produce something that is not usual,the team always thinks outside the box to come up with unique advertisements for all its clients .,the team always thinks creatively to come up with unique advertisements for all its clients .,O O O O B O I O O O O O O O O O O O,O O O O B O O O O O O O O O O O
think outside the box,to be creative and produce something that is not usual,this particular technology is quite out of the box in nature and should be a hit really easily . c196,this particular technology is quite unique in nature and should be a hit really easily .,O O O O O B I I I O O O O O O O O O O I,O O O O O B O O O O O O O O O O
think outside the box,to be creative and produce something that is not usual,i teach my children to think outside the box .,i teach my children to think of solutions out of the ordinary .,O O O O O O B O I O,O O O O O O B I I I O I O
think outside the box,to be creative and produce something that is not usual,"in our organisation , thinking outside the box has an added advantage for all of the employees .","in our organisation , thinking differently has an added advantage for all of the employees .",O O O O O B O I O O O O O O O O O O,O O O O O B O O O O O O O O O O
think outside the box,to be creative and produce something that is not usual,this out of the box thinking has helped save many lives when travelling by the sea .,this creative thinking has helped save many lives when travelling by the sea .,O B I O I O O O O O O O O O O O O,O B O O O O O O O O O O O O
don't put all your eggs in one basket,don't put all your resources into one thing,"it is wise to diversify your investments across different instruments , as you should not put all your eggs in one basket .","it is wise to diversify your investments across different instruments , as you should not put all of your risk in one investment .",O O O O O O O O O O O O O O O O O O B O O I O,O O O O O O O O O O O O O O O O O B O I O O I O
don't put all your eggs in one basket,don't put all your resources into one thing,why are you putting all your money into one company ? don ' t put all your eggs in one basket .,why are you putting all your money into one company ? don ' t depend on them succeeding too much .,O O O O O O O O O O O O O O B O O I I O I O,O O O O O O O O O O O O O O B I I I I I O
don't put all your eggs in one basket,don't put all your resources into one thing,"he was depending heavily on the success of his venture , but when it failed , he was ruined and he realized that he should not have put all his eggs in one basket .","he was depending heavily on the success of his venture , but when it failed , he was ruined and he realized that he should not have put everything into his venture .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O I I I I O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O
don't put all your eggs in one basket,don't put all your resources into one thing,you ' d better acquire a new skill ; don ' t put all your eggs in one basket .,you ' d better acquire a new skill ; don ' t put all your effort in one skill .,O O O O O O O O O O O O O O O B O O I O,O O O O O O O O O O O O O O O B O O O O
in black and white,printed form of a document,bank demanded to submit the proposal in black and white .,bank demanded to submit the proposal in printed form .,O O O O O O O B I I O,O O O O O O O B I O
in black and white,printed form of a document,it is there in black and white that employees caught taking office supplies will be fired .,it is there in printed form that employees caught taking office supplies will be fired .,O O O O B I I O O O O O O O O O O,O O O O B I O O O O O O O O O O
in black and white,printed form of a document,the terms are in black and white for future reference .,the terms are in printed form for future reference .,O O O O B I I O O O O,O O O O B I O O O O
in black and white,one has to be correct and second has to be incorrect,"my daughter is still very young to understand the shades of grey , she talks in black and white .","my daughter is still very young to understand the shades of grey , she talks in right or wrong .",O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O B I I O
in black and white,one has to be correct and second has to be incorrect,please tell me in black and white that you want me to stay in your life or no ?,please tell me in clearly that you want me to stay in your life or no ?,O O O O B I I O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O
in black and white,one has to be correct and second has to be incorrect,"stop looking at things in black and white , real life situations do have some grey patches as well .","stop looking at things just having two sides , real life situations do have some grey patches as well .",O O O O B I I I O O O O O O O O O O O O,O O O O B I I I O O O O O O O O O O O O
in black and white,printed form of a document,he asked his old mother not to worry as the terms of the hand agreement were spelled out in black and white .,he asked his old mother not to worry as the terms of the hand agreement were spelled out clearly in print .,O O O O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O O O B O I O
in black and white,one has to be correct and second has to be incorrect,"nowadays , people do not see these issues purely in black and white .","nowadays , people do not see these issues either correct or wrong .",O O O O O O O O B I I I I O,O O O O O O O O B I I I O
round the clock,all hours of the day,the prisoners are monitored round the clock by the officers .,the prisoners are monitored all hours of the day by the officers .,O O O O B O I O O O O,O O O O B I I O I O O O O
round the clock,all hours of the day,a mother works round the clock without any form of appreciation from anyone .,a mother works all hours of the day without any form of appreciation from anyone .,O O O B O I O O O O O O O O,O O O B I O O I O O O O O O O O
round the clock,all hours of the day,the new restaurant is said to be open round the clock .,the new restaurant is said to be open all the time .,O O O O O O O O B O I O,O O O O O O O O B O I O
round the clock,all hours of the day,the nanny has been working round the clock and she totally deserves this break .,the nanny has been working long hours and she totally deserves this break .,O O O O O B O I O O O O O O O,O O O O O B I O O O O O O O
round the clock,all hours of the day,"although the work is round the clock , the payment for the same is quite meager .","although the work is throughout the day and night , the payment for the same is quite meager .",O O O O B O I O O O O O O O O O O,O O O O B O I I I O O O O O O O O O O
round the clock,all hours of the day,the bank provides round the clock services to the clients .,the bank provides services at every hour of the day to the clients .,O O O B O I O O O O O,O O O O B I I I O I O O O O
round the clock,all hours of the day,the new mcdonald drive - through store on national highway will remain open round the clock .,the new mcdonald drive - through store on national highway will remain open at all hours of the day .,O O O O O O O O O O O O O B O I O,O O O O O O O O O O O O O B I I I O I O
go out on a limb,do or say something that is different from most other people,"during an analysis of the news , he went out on a limb and expressed an opinion that was opposite to that held by the general public .","during an analysis of the news , he decided to be risky and expressed an opinion that was opposite to that held by the general public .",O O O O O O O O B I I I I O O O O O O O O O O O O O O O,O O O O O O O O B O I I O O O O O O O O O O O O O O O
go out on a limb,do or say something that is different from most other people,he went out on a limb trying to support the views of his colleague and in the process earned the ire of his boss .,"he went and supported the views of his colleague despite his boss ' disapproval , and in the process earned the ire of his boss .",O O B I I I I I I O O O O O O O O O O O O O O O O,O O O B O O O O O I O O I I I O O O O O O O O O O O
go out on a limb,do or say something that is different from most other people,i ' m going to go out on a limb here and say i think the exam tomorrow will be easier than expected .,i ' m going to take a guess here and say i think the exam tomorrow will be easier than expected .,O O O O O B I I O I O O O O O O O O O O O O O O,O O O O O B O I O O O O O O O O O O O O O O
get over it,accept something and move on,"why do you keep coming back to something that happened years ago ? get over it , you cannot change what has happened .","why do you keep coming back to something that happened years ago ? move on , you cannot change what has happened .",O O O O O O O O O O O O O B I I O O O O O O O O,O O O O O O O O O O O O O B I O O O O O O O O
get over it,accept something and move on,"get over it , you are doing yourself no good by worrying over what you cannot change .","don ' t dwell on the past , you are doing yourself no good by worrying over what you cannot change .",B O I O O O O O O O O O O O O O O O,B I I I I I I O O O O O O O O O O O O O O O
get over it,accept something and move on,it took her nearly four months to get over it .,it took her nearly four months to move on .,O O O O O O O B I O O,O O O O O O O B I O
by the way,"additionally, not in context with the ongoing conversation or as a side point","you needn ' t know everything about him and by the way , he has great bank balance .","you needn ' t know everything about him and additionally , he has great bank balance .",O O O O O O O O O B I I O O O O O O O,O O O O O O O O O B O O O O O O O
by the way,"additionally, not in context with the ongoing conversation or as a side point","by the way , my mother will be home for dinner tomorrow and be sure to get done with your meetings sooner so you can spend some time with her . don ' t you know that he has moved on ?","incidentally , my mother will be home for dinner tomorrow and be sure to get done with your meetings sooner so you can spend some time with her . don ' t you know that he has moved on ?",B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
by the way,"additionally, not in context with the ongoing conversation or as a side point","would be taking your car for my concert and i won ' t be able to find a taxi to such a place . "" by the way '","would be taking your car for my concert and i won ' t be able to find a taxi to such a place . "" incidentally '",O O O O O O O O O O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O O O O O O O O O O B O
black hole,a place in which things are lost never to be seen again,my handbag is a black hole and you can try and find the keys in there but i can ' t promise anything .,my handbag is a place where lost things are never found again and you can try and find the keys in there but i can ' t promise anything .,O O O O B I O O O O O O O O O O O O O O O O O O,O O O O B I I I I I I I O O O O O O O O O O O O O O O O O O
black hole,a place in which things are lost never to be seen again,"at this point , that room is like a black hole - - nothing left in it has ever been found .","at this point , that room is like a place where things are left never to be seen again - - nothing left in it has ever been found .",O O O O O O O O O B I O O O O O O O O O O O,O O O O O O O O O B I I I O I I I I I O O O O O O O O O O O
black hole,a place in which things are lost never to be seen again,those caves are like a black hole ; no one who has entered them has ever returned .,those caves are a place where things are lost and never seen again ; no one who has entered them has ever returned .,O O O B O I I O O O O O O O O O O O,O O O O B I I O I I I I I O O O O O O O O O O O
black hole,"a prison or place of confinement. Often related to ""the black hole of Calcutta",after the prisoner stabbed a guard he was sent to solitary confinement and it is called the black hole .,after the prisoner stabbed a guard he was sent to solitary confinement and it is called the worst place of confinement .,O O O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O O O B I I O O
black hole,"a prison or place of confinement. Often related to ""the black hole of Calcutta",the black hole is the most feared cell in the entire prison .,the worst place of confiement is the most feared cell in the entire prison .,O B I O O O O O O O O O O,O B I I I O O O O O O O O O O
black hole,"a prison or place of confinement. Often related to ""the black hole of Calcutta","due to his violent behavior , the captive was sent to the black hole .","due to his violent behavior , the captive was sent to confinement .",O O O O O O O O O O O O B I O,O O O O O O O O O O O B O
black hole,"a prison or place of confinement. Often related to ""the black hole of Calcutta",the black hole was deemed too cruel a punishment at the prison .,the confinement cell was deemed too cruel a punishment at the prison .,O B I O O O O O O O O O O,O B I O O O O O O O O O O
black hole,"a prison or place of confinement. Often related to ""the black hole of Calcutta","don ' t commit a crime , or you ' ll be sent to the black hole .","don ' t commit a crime , or you ' ll be sent to the prison .",O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O B O
black hole,in commerce it is used to describe an organization into which large quantities of money is poured but no profit is shown,the national airline has become a massive black hole in the economy .,the national airline has been a massive waste of money with little profit in the economy .,O O O O B O O I I O O O O,O O O O B O O I I I I I I O O O O
black hole,in commerce it is used to describe an organization into which large quantities of money is poured but no profit is shown,the new division of the company has become a financial black hole .,the new division of the company requires lots of money and gives little profit .,O O O O O O B I I I I I O,O O O O O O B I O I I I I I O
black hole,in commerce it is used to describe an organization into which large quantities of money is poured but no profit is shown,that company ' s massive losses make it a black hole .,that company ' s massive losses make it show no profit despite massive investments into it .,O O O O O O O O B I I O,O O O O O O O O B I I I O I I O O
black hole,in commerce it is used to describe an organization into which large quantities of money is poured but no profit is shown,the financial scandal turned wall street into a black hole .,the financial scandal turned wall street into a place where no profit was shown despite large investments .,O O O O O O O O B I O,O O O O O O O O B I I I I I I I I O
black hole,in commerce it is used to describe an organization into which large quantities of money is poured but no profit is shown,any fraudulent firm eventually becomes a black hole .,any fraudulent firm eventually stops making a profit on the large sums of money poured into it .,O O O O B O I I O,O O O O B I O I I I I I I I I I I O
pull a rabbit out of the hat,do something unexpected or surprising,"the team was losing till almost the end , but suddenly , it pulled a rabbit out of its hat and won the contest in the dying minutes .","the team was losing till almost the end , but suddenly , it pulled off something spectacular and won the contest in the dying minutes .",O O O O O O O O O O O O O O B I I I I I O O O O O O O O O,O O O O O O O O O O O O O O B I I O O O O O O O O O
pull a rabbit out of the hat,do something unexpected or surprising,"it is difficult for the company to survive , unless the management pulls a rabbit out of its hat .","it is difficult for the company to survive , unless the management pulls off something spectacular out of nowhere .",O O O O O O O O O O O O O B I O O I I O,O O O O O O O O O O O O O B I I O O I O
pull a rabbit out of the hat,do something unexpected or surprising,the government pulled a rabbit out of the hat and passed the bill despite strong opposition from other parties .,the government unexpectedly passed the bill despite strong opposition from other parties .,O O B I I I I O I I O O O O O O O O O O,O O B O O O O O O O O O O
pull a rabbit out of the hat,do something unexpected or surprising,"unless we can pull a rabbit out of the hat , our new venture will not really take off .","unless we can pull a miracle out of nowhere , our new venture will not really take off .",O O O O O B O O I I O O O O O O O O O O,O O O O O B O O I O O O O O O O O O O
not the sharpest tool in the shed,not very intelligent,he ' s not the sharpest tool in the shed .,he ' s not the smartest person .,O O O O O B I I O I O,O O O O O B I O
not the sharpest tool in the shed,not very intelligent,great uncle bob was never the sharpest tool in the shed .,great uncle bob was never the most clever person .,O O O O O O B I I O I O,O O O O O O B I I O
not the sharpest tool in the shed,not very intelligent,"her new boyfriend isn ’ t the sharpest tool in the shed , but he ’ s pretty good looking !","her new boyfriend isn ’ t very intelligent , but he ’ s pretty good looking !",O O O O O O B I I I I I O O O O O O O O O,O O O O O O B I O O O O O O O O O
acid test,a severe or crucial test,"he played well in the last match , but the acid test will come when the team plays the stronger opponents .","he played well in the last match , but a decisive test will come when the team plays the stronger opponents .",O O O O O O O O O O B O O O O O O O O O O O,O O O O O O O O O B I O O O O O O O O O O O
acid test,a severe or crucial test,"the politician made a lot of promises , but the acid test would come when he assumes office and starts delivering on them .","the politician made a lot of promises , but the test of his value would come when he assumes office and starts delivering on them .",O O O O O O O O O O B O O O O O O O O O O O O O,O O O O O O O O O O O O B I O O O O O O O O O O O O
acid test,a severe or crucial test,"he ' s had an easy tournament so far , but the next match would be his first real acid test .","he ' s had an easy tournament so far , but the next match would be his first real sure test .",O O O O O O O O O O O O O O O O O O O B O O,O O O O O O O O O O O O O O O O O O O B O O
acid test,a severe or crucial test,the acid test for the budding singer was when he had his first big show and had to sing in front of a large audience .,the foolproof test for the budding singer was when he had his first big show and had to sing in front of a large audience .,O B O O O O O O O O O O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O O O O O O O O O O
bits and pieces,small objects of jobs of many different types,i have seen the feed of pigeons there were bits and pieces of seeds .,i have seen the feed of pigeons there were small seeds .,O O O O O O O O O B I I O O O,O O O O O O O O O B O O
bits and pieces,small objects of jobs of many different types,i have opened my old iphone to peep into ; there were bits and pieces in that .,i have opened my old iphone to peep into ; there were miscellaneous objects in that .,O O O O O O O O O O O O B I I O O O,O O O O O O O O O O O O B I O O O
bits and pieces,small objects of jobs of many different types,my dog chewed up my notebook into bits and pieces while i was at work .,my dog chewed up my notebook into small scattered parts while i was at work .,O O O O O O O B I I O O O O O O,O O O O O O O B I I O O O O O O
smell a rat,sense that something is not right,his wife smelt a rat when he suddenly started working late for the past few weeks .,his wife could tell something was wrong when he suddenly started working late for the past few weeks .,O O B I I O O O O O O O O O O O O,O O B I I I I O O O O O O O O O O O O
smell a rat,sense that something is not right,i don ' t think these files were deleted by mistake and i smell a rat .,i don ' t think these files were deleted by mistake and i sensed something wasn ' t right .,O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O B I I O O I O
smell a rat,sense that something is not right,"the minute i walked in for the scheduled interview , i smelt a rat .","the minute i walked in for the scheduled interview , i realized something wasn ' t right .",O O O O O O O O O O O B I I O,O O O O O O O O O O O B I I I I I O
smell a rat,sense that something is not right,"the investment scheme looked a good one , but i smelt a rat when the adviser could not answer a few of my questions satisfactorily . '","the investment scheme looked a good one , but i sensed something was wrong when the adviser could not answer a few of my questions satisfactorily . '",O O O O O O O O O O B O I O O O O O O O O O O O O O O,O O O O O O O O O O B I I I O O O O O O O O O O O O O O
go for broke,risk everything and go for an all out effort,"realizing that they would be out of the competition if they lost this match , the players went for broke .","realizing that they would be out of the competition if they lost this match , the players tried as hard as possible .",O O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O O B I I I I O
go for broke,risk everything and go for an all out effort,this is my last chance to achieve what i want so i am going to go for broke .,this is my last chance to achieve what i want so i am going to risk everything .,O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O B I O
go for broke,risk everything and go for an all out effort,"if you decide to go for broke , you can ' t be thinking about what will happen if you fail .","if you decide to risk eveything , you can ' t be thinking about what will happen if you fail .",O O O O B I I O O O O O O O O O O O O O O O,O O O O B I O O O O O O O O O O O O O O O
go for broke,risk everything and go for an all out effort,"realizing that he was trailing in his campaign , the politician decided to go for broke and raked up sensitive and dodgy issues .","realizing that he was trailing in his campaign , the politician decided to risk everything and raked up sensitive and dodgy issues .",O O O O O O O O O O O O O B I I O O O O O O O O,O O O O O O O O O O O O O B I O O O O O O O O
"all singing, all dancing",something is like a large and expensive show that has many singing and dancing performers,"he hosts the best parties ever , all singing , all dancing .","he hosts the best parties ever , full of liveliness .",O O O O O O O B I O I I O,O O O O O O O B I I O
"all singing, all dancing",something is like a large and expensive show that has many singing and dancing performers,"he is all singing , all dancing all the time and joie de vivre is something that everyone can learn from him .",he is full of life all the time and joie de vivre is something that everyone can learn from him .,O O O B I O I O O O O O O O O O O O O O O O O,O O B I I O O O O O O O O O O O O O O O O
"all singing, all dancing",something is like a large and expensive show that has many singing and dancing performers,she is able to make even the dullest person go all singing and all dancing and her interaction with people is just amazing to watch .,she is able to make even the dullest person full of life and her interaction with people is just amazing to watch .,O O O O O O O O O B I I O I I O O O O O O O O O O O,O O O O O O O O O B I I O O O O O O O O O O O
buck up,to get over something unpleasant,"after losing the first place position to martha , everyone heard mary ' s mother tell her to buck up .","after losing the first place position to martha , everyone heard mary ' s mother tell her to get over it .",O O O O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O O O O B I I O
buck up,to summon the courage to do something,matthew was told to buck up and resit the exams next year .,matthew was told to cheer up and resit the exams next year .,O O O O B O O O O O O O O,O O O O B O O O O O O O O
buck up,to summon the courage to do something,naomi found it easy to buck up even after she failed out of medical school .,naomi found it easy to summon courage even after she failed out of medical school .,O O O O O B I O O O O O O O O O,O O O O O B I O O O O O O O O O
buck up,to summon the courage to do something,"after the devastating fire that claimed the lives of her entire family , alicia has managed to buck up and put her life back together . '","after the devastating fire that claimed the lives of her entire family , alicia has managed to summon her courage and put her life back together . '",O O O O O O O O O O O O O O O O O B I O O O O O O O O,O O O O O O O O O O O O O O O O O B O I O O O O O O O O
pop the question,propose marriage to someone,"i heard you had a special date with tom yesterday ; so did he pop the question , then ?","i heard you had a special date with tom yesterday ; so did he propose marriage , then ?",O O O O O O O O O O O O O O B I I O O O,O O O O O O O O O O O O O O B I O O O
pop the question,propose marriage to someone,"maggie was deeply in love with stuart , so when he popped the question , she said yes without any further thought .","maggie was deeply in love with stuart , so when he asked her to marry him , she said yes without any further thought .",O O O O O O O O O O O B I I O O O O O O O O O,O O O O O O O O O O O B I I I I O O O O O O O O O
pop the question,propose marriage to someone,"he popped the question to her in the middle of the sea , when they had gone on a cruise together .","he proposed marriage to her in the middle of the sea , when they had gone on a cruise together .",O B O I O O O O O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O O O O O
pop the question,propose marriage to someone,"after months of deliberation , he finally mustered the courage to pop the question to her when they went for a movie together .","after months of deliberation , he finally mustered the courage to propose marriage to her when they went for a movie together .",O O O O O O O O O O O B O I O O O O O O O O O O,O O O O O O O O O O O B I O O O O O O O O O O
pop the question,propose marriage to someone,"the setting was perfect , and she waited expectantly for him to pop the question then , but when he didn ' t , she was really disappointed .","the setting was perfect , and she waited expectantly for him to ask her to marry him , but when he didn ' t , she was really disappointed .",O O O O O O O O O O O O B O I I O O O O O O O O O O O O O,O O O O O O O O O O O O B I O I O O O O O O O O O O O O O O
pop the question,propose marriage to someone,"he had given her enough hints for the past few days , so when he finally popped the question , she was ready with her answer . '","he had given her enough hints for the past few days , so when he finally proposed marriage , she was ready with her answer . '",O O O O O O O O O O O O O O O O B O I O O O O O O O O O,O O O O O O O O O O O O O O O O B I O O O O O O O O O
like a hole in the head,definitely do not need something,"i need a new friend is like a hole in the head , i am good to be single .","i don ' t need a new friend , i am good to be single .",O O O O O B I O I I I I O O O O O O O O,O B I I O O O O O O O O O O O O
like a hole in the head,definitely do not need something,"keeping another pet is like a hole in the head for me , i already have many .","keeping another pet is not useful for me , i already have many .",O O O O B I I I I I O O O O O O O O,O O O O B I O O O O O O O O
like a hole in the head,definitely do not need something,my cousin is like a hole in the head but still i like her .,my cousin is not useful but still i like her .,O O O O B I I I I O O O O O O,O O O B I O O O O O O
like a hole in the head,definitely do not need something,i remember how much trouble she made me and i miss her like a hole in the head .,i remember how much trouble she made me and i do not miss her at all .,O O O O O O O O O O O O B I I I I I O,O O O O O O O O O O B I O O I I O
backseat driver,any person who gives unwanted advice instead of helping or understanding,i cannot stand my relatives being backseat driver to me .,"i cannot stand my relatives not knowing my situation , but telling me what to do .",O O O O O B I I O O O,O O O O O B I O I I I I O I O I O
backseat driver,any person who gives unwanted advice instead of helping or understanding,this is my assignment and i do not need any backseat driver on this one .,this is my assignment and i do not need anyone telling me what to do on this one .,O O O O O O O O O B I I O O O O,O O O O O O O O O B I I I I O O O O O
backseat driver,any person who gives unwanted advice instead of helping or understanding,"instead of being a backseat driver , i would rather take full responsibility and lead the project .","instead of sitting back and complaining , i would rather take full responsibility and lead the project .",O O B I I I O O O O O O O O O O O O,O O B I O I O O O O O O O O O O O O
backseat driver,any person who gives unwanted advice instead of helping or understanding,"in our class assignment group , matt is acting like a backseat driver .","in our class assignment group , matt is acting useless .",O O O O O O O O O B I I I O,O O O O O O O O O B O
vale of years,old age,i shall not leave my parents during their vale of years .,i shall not leave my parents during their old age .,O O O O O O O O B I I O,O O O O O O O O B I O
vale of years,old age,one wants nothing but a peaceful life during their vale of years .,one wants nothing but a peaceful life during the last years of their live .,O O O O O O O O O B O O O,O O O O O O O O B I O O O I O
vale of years,old age,you shall plan from now because after you retire you ' ll have nothing much to do & will feel dissatisfied and so keep yourself consumed in something that is of value & shall keep you occupied during the vale of years .,you shall plan from now because after you retire you ' ll have nothing much to do & will feel dissatisfied and so keep yourself consumed in something that is of value & shall keep you occupied during the late years of your life .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O I I O
vale of years,old age,mother teresa became so because she didn ' t allow her vale of years to be a hindrance in her path rather committed to the service of mankind .,mother teresa became so because she didn ' t allow her old age to be a hindrance in her path rather committed to the service of mankind .,O O O O O O O O O O O B O I O O O O O O O O O O O O O O O,O O O O O O O O O O O B I O O O O O O O O O O O O O O O
lovey-dovey,too romantic,"we had gone for lunch with our boss and his wife , but it was pretty awkward with a couple getting lovey - dovey a couple of tables away from us .","we had gone for lunch with our boss and his wife , but it was pretty awkward with a couple showing lot of love or affection a couple of tables away from us .",O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B I O I I I O O O O O O O O
lovey-dovey,too romantic,"its awkward going out with sue and rob and they keep getting all lovey - dovey ignoring everything else , and you end up feeling embarrassed .","its awkward going out with sue and rob and they keep getting all mushy ignoring everything else , and you end up feeling embarrassed .",O O O O O O O O O O O O O B I I O O O O O O O O O O O,O O O O O O O O O O O O O B O O O O O O O O O O O
lovey-dovey,too romantic,around sunset the river front is full of love struck couples getting all lovey - dovey with each other .,around sunset the river front is full of love struck couples getting all publicly affectionate with each other .,O O O O O O O O O O O O O B I I O O O O,O O O O O O O O O O O O O B I O O O O
lovey-dovey,too romantic,"i always used to think that dan was a very reserved person , but after watching him get lovey - dovey with his girlfriend at the club , i think there ' s another side to him .","i always used to think that dan was a very reserved person , but after watching him get sentimentally affectionate with his girlfriend at the club , i think there ' s another side to him .",O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O
dead ringer,A duplicate of the exact nature,she is a dead ringer of one of my friends .,she is a substitute for one of my friends .,O O O B I O O O O O O,O O O B I O O O O O
